MAZID,Code_AM,Code_PM,Coverage_AM,Coverage_PM
2526,2,2,10min headway,10min headway
2527,1,1,05min headway,05min headway
2528,1,1,05min headway,05min headway
2529,2,2,10min headway,10min headway
2530,0,0,00 coverage,00 coverage
2531,0,0,00 coverage,00 coverage
2532,3,3,Any,Any
2533,0,0,00 coverage,00 coverage
2534,2,2,10min headway,10min headway
2535,2,2,10min headway,10min headway
2536,0,0,00 coverage,00 coverage
2537,0,0,00 coverage,00 coverage
2538,2,2,10min headway,10min headway
2539,2,2,10min headway,10min headway
2540,1,2,05min headway,10min headway
2541,2,2,10min headway,10min headway
2542,2,2,10min headway,10min headway
2543,0,0,00 coverage,00 coverage
2544,2,2,10min headway,10min headway
2545,2,2,10min headway,10min headway
2546,2,2,10min headway,10min headway
2547,2,2,10min headway,10min headway
2548,1,1,05min headway,05min headway
2549,1,1,05min headway,05min headway
2550,1,1,05min headway,05min headway
2551,1,1,05min headway,05min headway
2552,1,2,05min headway,10min headway
2553,2,2,10min headway,10min headway
2554,2,2,10min headway,10min headway
2555,3,3,Any,Any
2556,2,2,10min headway,10min headway
2557,2,2,10min headway,10min headway
2558,1,1,05min headway,05min headway
2559,2,2,10min headway,10min headway
2560,2,2,10min headway,10min headway
2561,1,1,05min headway,05min headway
2562,1,1,05min headway,05min headway
2563,3,3,Any,Any
2564,2,2,10min headway,10min headway
2565,0,0,00 coverage,00 coverage
2566,1,1,05min headway,05min headway
2567,1,1,05min headway,05min headway
2568,1,1,05min headway,05min headway
2569,2,2,10min headway,10min headway
2570,2,2,10min headway,10min headway
2571,1,2,05min headway,10min headway
2572,1,1,05min headway,05min headway
2573,1,1,05min headway,05min headway
2574,1,2,05min headway,10min headway
2575,1,1,05min headway,05min headway
2576,2,2,10min headway,10min headway
2577,1,1,05min headway,05min headway
2578,0,0,00 coverage,00 coverage
2579,0,0,00 coverage,00 coverage
2580,2,2,10min headway,10min headway
2581,0,0,00 coverage,00 coverage
2582,2,2,10min headway,10min headway
2583,1,1,05min headway,05min headway
2584,2,2,10min headway,10min headway
2585,2,2,10min headway,10min headway
2586,2,2,10min headway,10min headway
2587,1,2,05min headway,10min headway
2588,1,2,05min headway,10min headway
2589,1,2,05min headway,10min headway
2590,2,2,10min headway,10min headway
2591,2,2,10min headway,10min headway
2592,2,2,10min headway,10min headway
2593,2,2,10min headway,10min headway
2594,1,1,05min headway,05min headway
2595,3,3,Any,Any
2596,1,1,05min headway,05min headway
2597,2,2,10min headway,10min headway
2598,2,2,10min headway,10min headway
2599,1,1,05min headway,05min headway
2600,2,2,10min headway,10min headway
2601,1,1,05min headway,05min headway
2602,1,1,05min headway,05min headway
2603,2,2,10min headway,10min headway
2604,3,3,Any,Any
2605,1,1,05min headway,05min headway
2606,1,1,05min headway,05min headway
2607,1,1,05min headway,05min headway
2608,1,1,05min headway,05min headway
2609,1,1,05min headway,05min headway
2610,1,1,05min headway,05min headway
2611,1,1,05min headway,05min headway
2612,1,1,05min headway,05min headway
2613,1,1,05min headway,05min headway
2614,1,1,05min headway,05min headway
2615,1,1,05min headway,05min headway
2616,1,1,05min headway,05min headway
2617,1,1,05min headway,05min headway
2618,1,1,05min headway,05min headway
2619,2,2,10min headway,10min headway
2620,2,2,10min headway,10min headway
2621,1,1,05min headway,05min headway
2622,2,2,10min headway,10min headway
2623,2,2,10min headway,10min headway
2624,2,2,10min headway,10min headway
2625,2,2,10min headway,10min headway
2626,1,2,05min headway,10min headway
2627,3,3,Any,Any
2628,1,2,05min headway,10min headway
2629,3,3,Any,Any
2630,3,3,Any,Any
2631,1,2,05min headway,10min headway
2632,3,3,Any,Any
2633,3,3,Any,Any
2634,3,3,Any,Any
2635,3,3,Any,Any
2636,1,2,05min headway,10min headway
2637,2,2,10min headway,10min headway
2638,2,2,10min headway,10min headway
2639,1,1,05min headway,05min headway
2640,1,1,05min headway,05min headway
2641,2,2,10min headway,10min headway
2642,0,0,00 coverage,00 coverage
2643,2,2,10min headway,10min headway
2644,2,2,10min headway,10min headway
2645,2,2,10min headway,10min headway
2646,2,2,10min headway,10min headway
2647,2,2,10min headway,10min headway
2648,2,2,10min headway,10min headway
2649,2,2,10min headway,10min headway
2650,0,0,00 coverage,00 coverage
2651,0,0,00 coverage,00 coverage
2652,3,3,Any,Any
2653,3,3,Any,Any
2654,1,1,05min headway,05min headway
2655,1,1,05min headway,05min headway
2656,0,0,00 coverage,00 coverage
2657,2,2,10min headway,10min headway
2658,2,2,10min headway,10min headway
2659,0,0,00 coverage,00 coverage
2660,0,0,00 coverage,00 coverage
2661,3,3,Any,Any
2662,1,2,05min headway,10min headway
2663,1,2,05min headway,10min headway
2664,1,2,05min headway,10min headway
2665,3,3,Any,Any
2666,2,2,10min headway,10min headway
2667,3,3,Any,Any
2668,3,3,Any,Any
2669,2,2,10min headway,10min headway
2670,1,1,05min headway,05min headway
2671,0,0,00 coverage,00 coverage
2672,2,2,10min headway,10min headway
2673,2,2,10min headway,10min headway
2674,2,2,10min headway,10min headway
2675,2,2,10min headway,10min headway
2676,1,1,05min headway,05min headway
2677,2,2,10min headway,10min headway
2678,2,2,10min headway,10min headway
2679,2,2,10min headway,10min headway
2680,2,2,10min headway,10min headway
2681,2,2,10min headway,10min headway
2682,2,2,10min headway,10min headway
2683,2,2,10min headway,10min headway
2684,2,2,10min headway,10min headway
2685,0,0,00 coverage,00 coverage
2686,0,0,00 coverage,00 coverage
2687,2,2,10min headway,10min headway
2688,2,2,10min headway,10min headway
2689,3,3,Any,Any
2690,2,2,10min headway,10min headway
2691,2,2,10min headway,10min headway
2692,2,2,10min headway,10min headway
2693,2,2,10min headway,10min headway
2694,2,2,10min headway,10min headway
2695,2,2,10min headway,10min headway
2696,2,2,10min headway,10min headway
2697,2,2,10min headway,10min headway
2698,2,2,10min headway,10min headway
2699,2,2,10min headway,10min headway
2700,3,3,Any,Any
2701,2,2,10min headway,10min headway
2702,2,2,10min headway,10min headway
2703,2,2,10min headway,10min headway
2704,2,2,10min headway,10min headway
2705,0,0,00 coverage,00 coverage
2706,2,2,10min headway,10min headway
2707,1,1,05min headway,05min headway
2708,2,2,10min headway,10min headway
2709,2,2,10min headway,10min headway
2710,2,2,10min headway,10min headway
2711,2,2,10min headway,10min headway
2712,1,1,05min headway,05min headway
2713,1,1,05min headway,05min headway
2714,1,1,05min headway,05min headway
2715,1,1,05min headway,05min headway
2716,1,1,05min headway,05min headway
2717,1,1,05min headway,05min headway
2718,1,1,05min headway,05min headway
2719,1,1,05min headway,05min headway
2720,3,3,Any,Any
2721,2,2,10min headway,10min headway
2722,0,0,00 coverage,00 coverage
2723,1,1,05min headway,05min headway
2724,1,1,05min headway,05min headway
2725,1,1,05min headway,05min headway
2726,1,2,05min headway,10min headway
2727,1,1,05min headway,05min headway
2728,1,1,05min headway,05min headway
2729,1,2,05min headway,10min headway
2730,2,2,10min headway,10min headway
2731,0,0,00 coverage,00 coverage
2732,2,2,10min headway,10min headway
2733,0,0,00 coverage,00 coverage
2734,0,0,00 coverage,00 coverage
2735,2,2,10min headway,10min headway
2736,2,2,10min headway,10min headway
2737,2,2,10min headway,10min headway
2738,2,2,10min headway,10min headway
2739,2,2,10min headway,10min headway
2740,2,2,10min headway,10min headway
2741,1,1,05min headway,05min headway
2742,1,2,05min headway,10min headway
2743,1,1,05min headway,05min headway
2744,1,1,05min headway,05min headway
2745,1,1,05min headway,05min headway
2746,2,2,10min headway,10min headway
2747,2,2,10min headway,10min headway
2748,2,2,10min headway,10min headway
2749,2,2,10min headway,10min headway
2750,2,2,10min headway,10min headway
2751,2,2,10min headway,10min headway
2752,2,2,10min headway,10min headway
2753,2,2,10min headway,10min headway
2754,2,2,10min headway,10min headway
2755,2,2,10min headway,10min headway
2756,2,2,10min headway,10min headway
2757,2,2,10min headway,10min headway
2758,2,2,10min headway,10min headway
2759,0,0,00 coverage,00 coverage
2760,0,0,00 coverage,00 coverage
2761,3,3,Any,Any
2762,1,1,05min headway,05min headway
2763,3,3,Any,Any
2764,1,2,05min headway,10min headway
2765,1,1,05min headway,05min headway
2766,2,2,10min headway,10min headway
2767,1,1,05min headway,05min headway
2768,3,3,Any,Any
2769,2,2,10min headway,10min headway
2770,1,1,05min headway,05min headway
2771,2,2,10min headway,10min headway
2772,2,2,10min headway,10min headway
2773,2,2,10min headway,10min headway
2774,2,2,10min headway,10min headway
2775,1,2,05min headway,10min headway
2776,1,1,05min headway,05min headway
2777,1,1,05min headway,05min headway
2778,1,1,05min headway,05min headway
2779,1,1,05min headway,05min headway
2780,1,1,05min headway,05min headway
2781,1,1,05min headway,05min headway
2782,1,2,05min headway,10min headway
2783,1,2,05min headway,10min headway
2784,1,1,05min headway,05min headway
2785,1,1,05min headway,05min headway
2786,1,1,05min headway,05min headway
2787,1,1,05min headway,05min headway
2788,1,1,05min headway,05min headway
2789,2,2,10min headway,10min headway
2790,2,2,10min headway,10min headway
2791,1,1,05min headway,05min headway
2792,3,3,Any,Any
2793,3,3,Any,Any
2794,2,2,10min headway,10min headway
2795,2,2,10min headway,10min headway
2796,1,2,05min headway,10min headway
2797,1,2,05min headway,10min headway
2798,1,2,05min headway,10min headway
2799,1,2,05min headway,10min headway
2800,1,1,05min headway,05min headway
2801,1,1,05min headway,05min headway
2802,1,1,05min headway,05min headway
2803,1,1,05min headway,05min headway
2804,1,1,05min headway,05min headway
2805,1,1,05min headway,05min headway
2806,2,2,10min headway,10min headway
2807,2,2,10min headway,10min headway
2808,2,2,10min headway,10min headway
2809,2,2,10min headway,10min headway
2810,0,0,00 coverage,00 coverage
2811,2,2,10min headway,10min headway
2812,2,2,10min headway,10min headway
2813,2,2,10min headway,10min headway
2814,2,2,10min headway,10min headway
2815,2,2,10min headway,10min headway
2816,2,2,10min headway,10min headway
2817,2,2,10min headway,10min headway
2818,3,3,Any,Any
2819,1,1,05min headway,05min headway
2820,1,1,05min headway,05min headway
2821,1,1,05min headway,05min headway
2822,1,1,05min headway,05min headway
2823,1,1,05min headway,05min headway
2824,1,1,05min headway,05min headway
2825,1,1,05min headway,05min headway
2826,2,2,10min headway,10min headway
2827,2,2,10min headway,10min headway
2828,0,0,00 coverage,00 coverage
2829,0,0,00 coverage,00 coverage
2830,0,0,00 coverage,00 coverage
2831,3,3,Any,Any
2832,2,2,10min headway,10min headway
2833,2,2,10min headway,10min headway
2834,3,3,Any,Any
2835,3,3,Any,Any
2836,2,2,10min headway,10min headway
2837,2,2,10min headway,10min headway
2838,2,2,10min headway,10min headway
2839,2,2,10min headway,10min headway
2840,1,2,05min headway,10min headway
2841,3,3,Any,Any
2842,0,0,00 coverage,00 coverage
2843,2,2,10min headway,10min headway
2844,2,2,10min headway,10min headway
2845,0,0,00 coverage,00 coverage
2846,0,0,00 coverage,00 coverage
2847,2,2,10min headway,10min headway
2848,2,2,10min headway,10min headway
2849,2,2,10min headway,10min headway
2850,1,1,05min headway,05min headway
2851,1,1,05min headway,05min headway
2852,1,1,05min headway,05min headway
2853,1,1,05min headway,05min headway
2854,1,1,05min headway,05min headway
2855,2,2,10min headway,10min headway
2856,2,2,10min headway,10min headway
2857,2,2,10min headway,10min headway
2858,0,0,00 coverage,00 coverage
2859,1,1,05min headway,05min headway
2860,2,2,10min headway,10min headway
2861,1,2,05min headway,10min headway
2862,1,2,05min headway,10min headway
2863,1,1,05min headway,05min headway
2864,2,2,10min headway,10min headway
2865,1,1,05min headway,05min headway
2866,2,2,10min headway,10min headway
2867,3,3,Any,Any
2868,3,3,Any,Any
2869,2,2,10min headway,10min headway
2870,2,2,10min headway,10min headway
2871,0,0,00 coverage,00 coverage
2872,0,0,00 coverage,00 coverage
2873,0,0,00 coverage,00 coverage
2874,0,0,00 coverage,00 coverage
2875,2,2,10min headway,10min headway
2876,0,0,00 coverage,00 coverage
2877,0,0,00 coverage,00 coverage
2878,0,0,00 coverage,00 coverage
2879,0,0,00 coverage,00 coverage
2880,2,2,10min headway,10min headway
2881,0,0,00 coverage,00 coverage
2882,2,2,10min headway,10min headway
2883,2,2,10min headway,10min headway
2884,2,2,10min headway,10min headway
2885,2,2,10min headway,10min headway
2886,2,2,10min headway,10min headway
2887,2,2,10min headway,10min headway
2888,1,1,05min headway,05min headway
2889,2,2,10min headway,10min headway
2890,2,2,10min headway,10min headway
